x_data	 y_data	  functional value
3.553828	  1.751893	 -0.422184
4.288028	  -5.106704	 0.275952
-4.267898	  4.820148	 0.343217
-0.814202	  -3.103137	 -0.371964
1.703977	  4.466854	 -0.159451
-6.108513	  5.110613	 0.146696
8.240863	  -2.098550	 -0.034326
-4.590322	  5.675488	 0.317111
0.330319	  6.434484	 0.297593
-1.229338	  1.375356	 0.420734
-1.365974	  9.484129	 -0.160048
3.355970	  2.363279	 -0.433957
2.472663	  -4.775777	 -0.234729
-5.417353	  -9.956872	 -0.027672
-2.600769	  7.419148	 0.093529
-0.356536	  -2.335981	 0.109853
-1.473295	  -0.132135	 0.593361
6.432472	  -2.984272	 0.245945
3.911725	  2.982190	 -0.148727
-4.694494	  -7.856181	 -0.051306
-5.668532	  1.421876	 0.151969
-0.897234	  4.095672	 -0.307306
3.572423	  2.855328	 -0.324006
3.741043	  1.246724	 -0.321055
1.849801	  0.561309	 0.241738
3.995655	  -9.328595	 -0.228022
1.245727	  4.258983	 -0.271668
-0.464615	  -2.609608	 -0.055132
-11.642921	  -8.385954	 0.136561
-4.342956	  -7.678014	 -0.038041
-4.930742	  2.068707	 -0.165378
-1.778644	  -9.731944	 -0.184022
3.601246	  -3.142730	 -0.255924
-2.955682	  -3.398334	 -0.330192
-1.508928	  6.501072	 0.371039
1.714874	  -8.127273	 0.098175
-8.514491	  -2.823603	 -0.116390
-3.650845	  1.804827	 -0.354754
2.573065	  -4.437716	 -0.075087
-2.189793	  -6.445044	 0.331256
6.086037	  7.436822	 -0.141148
0.662389	  -6.654387	 0.234084
-7.682309	  2.146027	 0.243561
-0.556830	  0.306478	 1.003450
-5.130553	  -1.422657	 0.030441
-2.741208	  -2.299577	 -0.318212
2.392790	  6.877190	 0.296877
4.678647	  -3.247397	 0.015719
-4.324307	  -11.207639	 0.047455
3.067756	  -0.526988	 -0.437372
2.380346	  0.904861	 -0.085808
2.254956	  -2.527138	 -0.440032
2.729376	  -0.833094	 -0.181965
-0.407414	  1.895585	 0.359107
-10.400135	  1.911340	 -0.333573
1.131374	  -6.971040	 0.355253
-4.674873	  -4.366493	 0.167525
-1.483750	  -9.021580	 -0.112520
-8.875155	  5.644266	 -0.292131
9.996898	  -0.479812	 -0.174216
4.743226	  -1.116655	 -0.093611
4.974719	  3.938952	 0.310002
-6.573069	  -3.407871	 0.160642
-0.955596	  5.548028	 0.000440
0.787258	  -3.115919	 -0.435414
3.886883	  5.847773	 0.348405
-3.072848	  1.733584	 -0.290132
0.026268	  -6.820053	 0.269034
-10.268193	  -3.343044	 -0.249483
-12.422059	  0.570430	 0.111360
-3.746565	  5.658968	 0.165862
8.950480	  2.609698	 -0.084042
1.286132	  -3.534004	 -0.447368
-0.827771	  0.684203	 0.757283
-0.215581	  -1.466099	 0.513449
-5.408852	  -3.853132	 0.333505
4.248783	  -1.033047	 -0.267777
9.194333	  1.649439	 -0.246317
9.652952	  -3.147992	 -0.248668
-12.720404	  4.194825	 0.269140
-12.368986	  5.473422	 0.287230
-11.282014	  -1.178171	 -0.051226
-5.305359	  -3.125549	 0.213557
2.354763	  8.415705	 -0.001511
-0.461947	  -4.458964	 -0.335757
3.317175	  -6.936937	 0.350301
0.373176	  2.389019	 0.077430
0.639167	  -4.578728	 -0.277718
2.224478	  -4.534760	 -0.146849
-1.187834	  -1.932216	 0.090833
2.275198	  3.583504	 -0.299144
-8.103997	  3.944080	 0.127999
3.542185	  6.501638	 0.203124
-12.553821	  8.940347	 -0.057501
2.783391	  2.462906	 -0.511277
6.619992	  5.192249	 0.086971
-4.122872	  -5.312158	 0.205752
-6.781119	  -1.698609	 0.278294
5.793080	  6.246496	 0.008692
-2.206154	  -4.529117	 -0.191064
0.348689	  5.756541	 0.013581
-0.652039	  4.021469	 -0.410689
4.219558	  1.415677	 -0.363695
2.098812	  -5.356619	 0.104137
7.609860	  -1.701719	 0.361686
-1.954623	  2.534458	 -0.261604
5.818137	  -8.755692	 -0.241441
-5.752332	  1.164576	 -0.002059
2.320085	  7.720189	 0.080748
-10.396384	  4.662917	 -0.073951
1.295870	  0.231120	 0.519465
4.718806	  5.612662	 0.185461
-5.672634	  -9.864073	 -0.143308
11.403687	  0.526341	 -0.116449
3.525879	  -0.039435	 -0.222196
0.374415	  -3.352491	 -0.335397
1.832549	  12.261522	 0.086797
12.429686	  1.393353	 0.084265
5.612392	  -4.111118	 0.319905
-2.975423	  1.254706	 -0.285673
8.129691	  5.362327	 -0.235390
1.108948	  6.440185	 0.294832
6.383910	  5.698083	 0.118287
-8.113793	  4.085921	 -0.066798
-1.366046	  -5.664281	 0.008839
-3.805064	  3.095261	 -0.273237
1.049353	  6.992573	 0.078311
-3.569818	  -4.955044	 0.221806
-0.792940	  -4.633513	 -0.244358
-1.835728	  -4.776099	 -0.312985
3.566911	  1.196921	 -0.433156
-6.564272	  3.120731	 0.139458
-10.693714	  0.154399	 -0.401163
1.020185	  0.995740	 0.543434
-9.265747	  -6.058876	 -0.110767
1.789102	  6.337123	 0.377645
-0.224381	  2.309706	 0.000051
-0.545583	  -4.475257	 -0.283091
-3.615990	  -3.777111	 -0.162198
1.750444	  7.465782	 0.211690
7.616065	  -5.032924	 -0.032723
3.031466	  -1.372019	 -0.420824
-5.099645	  2.703992	 0.109783
-4.571485	  0.275420	 -0.335300
3.564405	  -4.504189	 0.144207
-2.762401	  4.073455	 -0.250267
3.415011	  3.866816	 -0.181892
-2.055321	  1.048905	 0.121655
6.721552	  -5.672531	 -0.131768
-3.838598	  1.761064	 -0.230369
0.252384	  -8.219672	 0.145953
-3.390265	  1.795710	 -0.544219
-1.635598	  -1.602480	 0.102624
2.625760	  0.518703	 -0.052403
0.268075	  8.468458	 0.089737
1.834956	  0.911637	 0.288371
-0.251853	  -7.570154	 0.198894
0.689169	  0.322123	 0.894967
-7.471146	  9.028415	 0.020123
-3.957673	  -0.243824	 -0.492321
-6.084570	  9.018136	 -0.244495
3.719582	  5.108717	 0.373544
0.399083	  0.475110	 0.880612
6.237400	  2.248082	 0.209093
2.448355	  -2.620362	 -0.500428
3.690448	  7.133509	 0.212612
-2.663320	  3.090441	 -0.568382
-4.583502	  -4.304494	 0.156102
-1.756145	  -2.037389	 -0.015467
-5.194805	  5.614796	 0.290314
-4.279965	  2.967748	 -0.198534
-2.323513	  5.692098	 0.130584
-4.336936	  1.905986	 -0.280924
-1.981999	  3.568061	 -0.430672
-3.345785	  -1.460411	 -0.412105
0.963837	  -6.272206	 0.434172
12.753518	  -4.662088	 0.201870
-4.387051	  -0.266866	 -0.395383
10.570212	  -9.810586	 0.080098
-7.057654	  -0.107235	 0.342597
0.148393	  4.839857	 -0.252349
-2.896741	  -8.943284	 -0.190553
4.386802	  -5.839582	 0.377763
0.082729	  -3.130117	 -0.391268
4.084729	  1.046324	 -0.330467
-3.910049	  -4.207121	 0.043129
-6.681768	  -2.444338	 0.349628
2.781272	  -3.333048	 -0.322764
-0.550489	  -6.597219	 0.218213
3.943697	  3.674057	 -0.066912
2.360060	  -0.204568	 0.038940
-0.315998	  -6.357984	 0.292384
0.324927	  -0.570899	 0.845441
-2.016730	  0.789185	 0.069245
0.916449	  -9.239206	 -0.288738
-3.897692	  -6.400587	 0.323420
11.130848	  -4.555877	 0.108207
-1.861271	  0.591002	 0.315913
-4.856519	  -2.727104	 0.028755
-5.163505	  -9.340477	 -0.238988
-8.676675	  3.873428	 -0.268506
-1.997971	  -7.659523	 0.218846
-6.171452	  0.976750	 0.269201
2.251132	  4.038852	 -0.252694
5.239528	  -6.864635	 0.035970
-3.220297	  -4.827807	 0.134683
8.026518	  -2.679196	 0.197082
-6.394225	  1.040371	 0.114158
1.033961	  0.633840	 0.674600
2.367579	  1.330058	 -0.273694
-11.211668	  3.014625	 -0.014342
-8.657336	  -1.729701	 -0.109590
-1.996133	  2.179701	 -0.266381
-1.745514	  -2.386388	 -0.386137
-3.688399	  3.568415	 -0.163981
10.502666	  -0.034809	 -0.148215
-5.619962	  10.453254	 -0.015454
-4.993499	  -2.821234	 -0.014216
2.783764	  -3.518301	 -0.350677
3.956350	  -2.069038	 -0.424045
-5.594394	  3.151514	 0.204176
-1.719775	  4.964546	 0.006157
3.525252	  -3.530366	 -0.173649
-1.519969	  -0.774939	 0.470369
3.534215	  -2.089803	 -0.386867
-0.507896	  10.169875	 -0.217889
-9.334723	  1.267433	 -0.199329
-5.103937	  -5.279599	 0.241857
-2.825082	  6.611016	 0.285757
5.491775	  0.545030	 -0.086444
-0.169776	  -0.931622	 0.768955
1.344330	  4.051345	 -0.396912
-5.609688	  10.635724	 0.079154
7.486510	  4.304921	 -0.059921
3.904541	  9.162484	 -0.259393
6.031721	  -0.012452	 0.234752
1.184909	  -0.671451	 0.720182
-1.338728	  -5.163670	 -0.123423
0.641384	  4.242157	 -0.385618
-2.898029	  -0.336501	 -0.223588
-3.502259	  -3.253654	 -0.162605
-8.463445	  3.665401	 -0.077719
7.569404	  8.485412	 -0.029525
-6.691708	  -6.718460	 -0.203426
-1.210423	  7.512008	 0.272272
3.332133	  1.467737	 -0.370099
3.064733	  -2.345438	 -0.418549
-0.217774	  -2.911145	 -0.116528
3.498020	  -0.620333	 -0.293242
6.573530	  -1.978066	 0.203104
-1.136260	  -9.058969	 -0.179274
7.189842	  -2.191908	 0.177394
8.147669	  1.855731	 0.199251
-4.175931	  1.134501	 -0.397533
1.614125	  -3.511227	 -0.315665
0.010773	  2.614686	 -0.193724
2.612374	  -0.972710	 -0.277081
1.672887	  7.566654	 0.109695
0.801637	  -8.186934	 0.052444
4.663988	  -4.195247	 0.211058
2.733885	  -9.946421	 -0.426883
4.427118	  -12.199246	 0.088651
-4.865146	  7.395342	 -0.074721
-0.013312	  -4.275599	 -0.212206
-4.221472	  -1.845595	 -0.359617
-0.544350	  -5.833648	 0.157256
-3.754845	  0.443347	 -0.376788
-0.461748	  2.458097	 0.009850
4.137285	  5.708376	 0.355116
-0.175734	  -0.452621	 0.994444
0.386639	  1.399227	 0.561156
0.763482	  -2.430715	 -0.134287
-0.228927	  -9.941389	 -0.271742
-1.077133	  -4.644152	 -0.316713
-0.706276	  2.444873	 -0.080191
-4.282018	  -2.983410	 -0.203011
3.877347	  20.119502	 0.007408
-3.463298	  -5.845673	 0.379920
-2.617882	  0.876581	 -0.221900
5.692061	  8.680881	 -0.139942
-7.250751	  0.948312	 0.338467
2.624639	  -2.179524	 -0.389905
0.309455	  5.247558	 -0.001649
-2.574842	  2.790315	 -0.439936
11.298229	  1.393211	 -0.075346
-0.472354	  8.900379	 -0.050587
-4.750101	  5.749183	 0.394353
7.077399	  -4.880461	 0.107542
-2.036037	  -8.599165	 -0.081528
2.891865	  -2.165678	 -0.303127
-1.317548	  -6.098602	 0.107499
-3.261170	  0.648510	 -0.407550
4.077186	  0.343269	 -0.312372
-3.889085	  1.544467	 -0.372950
-1.433935	  -6.110257	 0.328713
-1.284207	  3.086804	 -0.431753
-2.425208	  2.155110	 -0.389494
6.869979	  -0.872886	 0.386021
3.395262	  3.646638	 -0.204838
6.999472	  -8.054985	 -0.096996
1.042366	  -0.749410	 0.683993
7.618016	  -1.465930	 0.259827
1.669869	  2.485046	 -0.379764
1.497381	  -3.681967	 -0.450644
1.243175	  2.574318	 -0.012230
-0.514479	  -5.697985	 0.085651
3.573956	  -1.330691	 -0.493637
12.237296	  -8.867818	 -0.092883
-1.985177	  -0.503119	 0.382361
0.751346	  4.398164	 -0.507545
-0.913758	  1.443600	 0.477165
0.810624	  -2.084524	 -0.084678
12.202132	  0.007458	 0.082043
4.592701	  -4.487920	 0.344249
-0.503179	  -7.940535	 0.236483
5.537167	  2.662919	 0.231918
-0.257698	  10.417315	 -0.078581
-4.537254	  2.009836	 -0.203177
2.099455	  8.148499	 0.140820
-4.647904	  12.137203	 0.101703
0.856650	  -6.338698	 0.138383
4.470044	  7.947397	 -0.045774
-1.387187	  -1.963482	 0.079874
0.066301	  -1.742693	 0.356424
1.972229	  -1.785961	 -0.138303
9.045599	  9.563162	 0.240407
-5.857339	  -2.120245	 0.272121
-5.135568	  1.537509	 -0.112489
3.713394	  0.077682	 -0.407797
-12.687987	  -0.090674	 0.185156
10.678884	  3.412263	 -0.135124
-4.998346	  8.327139	 -0.187952
-2.383812	  -1.607683	 -0.261205
-5.527633	  -0.094877	 0.092351
-2.604246	  9.454755	 -0.182408
-6.035346	  -7.975914	 -0.276473
4.330587	  6.748110	 0.125144
-8.676622	  -1.551142	 -0.003363
0.967362	  -3.543166	 -0.633549
-5.934604	  -8.214076	 -0.297693
1.491590	  3.699612	 -0.353204
-10.347957	  2.125494	 -0.187727
3.456181	  -1.924826	 -0.289422
0.966821	  -0.318181	 0.855516
-6.804262	  5.339625	 -0.022741
-1.253890	  -0.312136	 0.565739
-9.105290	  10.278551	 0.152364
-2.325797	  -1.652552	 -0.272592
2.676964	  5.322184	 0.197282
-6.119039	  -1.145987	 0.210606
-5.087396	  -0.146063	 0.037834
8.824969	  -5.824863	 -0.143978
-0.339704	  -2.941309	 -0.258942
-4.213816	  0.027839	 -0.355620
2.473495	  -3.335954	 -0.327796
-4.345569	  0.411585	 -0.342645
-4.779255	  -6.075382	 0.105123
6.532877	  -4.124884	 0.305967
-0.753578	  2.401320	 0.024490
-3.023667	  -2.211599	 -0.559300
7.394841	  3.452641	 0.093371
5.796896	  -4.890408	 0.289173
0.895263	  -1.144152	 0.638361
3.556849	  -0.302126	 -0.466009
-4.926877	  -11.622625	 0.158471
2.598636	  5.042819	 0.085839
2.785523	  0.820017	 -0.177692
-3.673024	  -1.955837	 -0.424933
14.938375	  4.544587	 -0.137984
8.986147	  -5.304952	 -0.163903
-1.261671	  -3.822691	 -0.352236
-3.893969	  -4.008652	 0.133831
2.945488	  3.841743	 -0.199656
0.876321	  1.822775	 0.241671
-3.192884	  -3.793777	 -0.208545
4.694984	  5.219491	 0.134969
0.317399	  -2.099147	 0.183881
2.793840	  -7.688757	 0.060748
3.025245	  -2.180594	 -0.299187
0.251880	  0.529102	 0.965725
-0.913141	  -3.927724	 -0.298406
6.343553	  6.271492	 -0.257770
-4.548994	  -3.168076	 0.002501
0.571065	  0.070119	 0.819135
-4.297727	  -5.287042	 0.270296
3.529907	  10.132209	 -0.039496
-2.154354	  -2.788299	 -0.426917
-0.441422	  -5.010364	 -0.258540
1.395956	  6.071375	 0.237643
-3.893316	  -2.664335	 -0.207775
-1.104411	  -0.694045	 0.595031
1.830117	  14.433895	 0.003469
4.790504	  3.766978	 0.096286
-3.500472	  -11.677894	 0.085558
2.842245	  -6.680372	 0.405124
-0.782648	  -5.271930	 0.040312
6.309611	  4.464012	 0.223313
2.459071	  7.225592	 0.269548
4.707996	  -6.763813	 0.055674
2.818403	  -0.736610	 -0.076065
-8.798717	  8.096237	 0.123921
-3.369745	  1.563186	 -0.436942
-4.083098	  7.342304	 0.013789
-8.097255	  2.249265	 0.124978
-2.584038	  0.375196	 -0.056579
9.054217	  -2.299537	 -0.118489
0.006896	  -1.339515	 0.631191
4.696367	  -4.939812	 0.336101
0.279862	  3.464660	 -0.311800
8.621206	  -7.300643	 -0.015412
4.956129	  6.837179	 0.053393
-4.333959	  4.080368	 -0.072243
-2.935538	  -2.676386	 -0.357540
3.896303	  3.484920	 -0.197656
5.876234	  -4.399101	 0.253914
-2.686541	  11.487095	 -0.122839
-4.830326	  -0.733905	 -0.161541
0.434522	  4.471087	 -0.362995
7.981000	  -0.066827	 0.102577
3.035799	  0.801946	 -0.353767
-2.278815	  -7.308330	 0.192088
-3.368453	  -5.415309	 0.238407
-4.778840	  -0.875923	 -0.188691
2.578513	  1.488607	 -0.235844
3.485905	  -1.316975	 -0.317818
-5.989756	  3.076559	 0.363381
1.964159	  7.465573	 0.295349
2.313841	  9.289161	 -0.157143
6.020460	  9.045524	 -0.390407
0.867008	  4.266027	 -0.290810
-2.202374	  0.574388	 0.326482
-2.892438	  -5.736235	 0.215233
6.419839	  1.527181	 0.386287
0.363388	  -0.384553	 0.959599
15.040899	  7.129641	 -0.322256
1.355388	  -0.715049	 0.389170
2.694650	  4.299925	 -0.147192
-2.604704	  -11.553310	 0.092274
4.831747	  -2.829894	 0.152283
0.899494	  -3.430065	 -0.428344
11.156782	  3.257112	 0.102313
-4.016354	  -3.701945	 -0.007640
3.445107	  -2.143728	 -0.438364
0.909865	  4.712208	 -0.206367
2.369588	  1.669739	 -0.233331
-9.060509	  -0.002023	 -0.135589
-1.041651	  7.622514	 0.243287
1.187808	  -0.760099	 0.594656
0.257916	  -0.901096	 0.769718
4.696692	  1.028370	 -0.130155
0.270831	  -1.854817	 0.380519
5.678842	  9.508459	 -0.055465
3.081251	  -1.077872	 -0.278389
-0.438678	  4.096013	 -0.357239
-8.489246	  -4.060694	 -0.032609
0.259215	  0.786953	 0.889371
0.911245	  6.323043	 0.187647
-13.490070	  -6.836660	 0.000150
3.245603	  1.062803	 -0.335511
3.535170	  4.174848	 -0.000660
-4.722257	  3.907666	 0.147477
3.939673	  2.670535	 -0.276256
1.852876	  9.416272	 -0.102327
0.396060	  11.370667	 -0.162673
4.404974	  -1.889480	 -0.207628
0.678011	  -3.690827	 -0.493767
4.833430	  -1.772483	 -0.069108
-2.594536	  -1.052631	 -0.107000
4.203738	  -0.885791	 -0.327525
-6.039988	  1.029254	 0.206867
-2.319443	  7.937087	 0.077322
-5.844125	  5.117398	 0.089361
1.775220	  -3.005335	 -0.501078
-1.699140	  6.493010	 0.108800
10.637646	  4.846694	 -0.104949
6.966022	  -11.615061	 0.319086
2.665139	  -3.706316	 -0.194032
3.133043	  3.339060	 -0.300474
4.299098	  2.835727	 -0.077663
3.045872	  2.553819	 -0.506055
-5.586752	  1.869124	 0.153534
2.004516	  0.255960	 0.375384
-0.733108	  4.183125	 -0.430047
-1.997227	  1.899803	 -0.179866
2.611729	  -5.415897	 0.107513
-7.563104	  1.852981	 0.357110
-3.429066	  -6.173077	 0.324686
-4.507449	  2.046020	 -0.269071
-11.789548	  2.290707	 0.123743
2.524167	  1.106522	 -0.109676
-1.590714	  1.909647	 -0.102513
4.605383	  9.093777	 -0.237602
-2.998700	  12.947503	 0.137360
5.918363	  1.178874	 0.191577
-5.785454	  -3.959953	 0.363831
-2.845923	  4.328878	 -0.109671
-3.448940	  0.538566	 -0.356358
-0.928217	  1.335395	 0.341252
-7.205156	  9.889099	 0.129728
-1.430433	  0.786920	 0.444132
11.734311	  1.195188	 -0.101867
0.196420	  5.905995	 0.172218
1.528199	  6.755484	 0.284332
4.499820	  -2.776301	 -0.127734
4.936573	  -0.402656	 -0.253064
-12.566103	  4.373677	 0.197595
-1.388657	  -1.024243	 0.450422
-0.190116	  10.067673	 -0.251680
3.530089	  -3.247173	 -0.277549
-8.267645	  -4.129356	 -0.177827
-2.049619	  2.906444	 -0.328398
2.889191	  0.794055	 -0.194300
8.097659	  -2.321592	 0.008901
-0.384494	  4.014241	 -0.419741
-1.650603	  -0.691469	 0.321881
-4.520906	  1.495906	 -0.366949
2.283962	  2.890836	 -0.409114
-1.690132	  1.712586	 -0.066862
-2.338301	  4.518821	 -0.255511
-1.361962	  2.105296	 -0.008937
1.422898	  -7.610095	 0.209812
2.069322	  -7.294873	 0.207565
11.018977	  3.610159	 -0.180024
2.066456	  -4.762490	 -0.079807
-0.289321	  0.808349	 0.809233
6.298699	  1.824298	 0.296440
3.150492	  2.439653	 -0.400855
3.328582	  -1.015123	 -0.386392
-1.058975	  -4.817353	 -0.248734
1.114984	  3.148107	 -0.429102
-1.394302	  -0.276336	 0.575498
-4.738698	  0.601457	 -0.295398
-0.066338	  6.592983	 0.207459
4.494546	  3.348781	 -0.050834
-3.561256	  1.784663	 -0.431861
8.573506	  -9.337760	 0.268481
9.333469	  -2.030222	 -0.097679
0.022622	  11.448897	 -0.065916
-0.605552	  0.964106	 0.717476
1.516221	  0.697060	 0.302147
-5.791660	  7.386810	 -0.164348
9.579321	  2.018142	 -0.144037
4.982086	  -6.613158	 -0.010688
-6.591157	  -9.225955	 -0.125950
1.667590	  2.318956	 -0.215312
4.533589	  8.203387	 -0.215997
-2.776359	  9.307234	 -0.254514
-1.482835	  19.355914	 0.305097
8.212772	  -7.370509	 -0.098419
-2.644786	  4.983525	 0.121384
1.677847	  -0.434731	 0.390650
-7.328800	  -6.744518	 -0.211195
9.398370	  10.000473	 0.195115
0.902151	  3.786845	 -0.368730
2.918057	  -3.836751	 -0.262739
-5.396098	  6.287556	 0.041848
-1.809521	  -6.824792	 0.320820
-9.004685	  2.444865	 -0.106947
3.850015	  3.685213	 0.047769
-4.033774	  -2.867667	 -0.170854
-8.588262	  -2.636377	 -0.157146
-6.065847	  0.776544	 0.086802
9.702793	  -8.446414	 0.196698
2.206892	  4.647991	 -0.257445
1.871788	  -2.232205	 -0.349986
0.378752	  -4.171775	 -0.430139
-1.794634	  12.068085	 0.070771
-2.080166	  -2.987638	 -0.587195
0.507614	  -4.789021	 -0.157399
1.140676	  -10.622732	 -0.161632
2.505656	  -0.862698	 -0.072234
1.865953	  1.539003	 0.020896
2.876027	  -6.474290	 0.241284
-4.370751	  6.008879	 0.221141
-6.982525	  13.185842	 0.045239
-1.828946	  -5.027976	 -0.079247
-10.915057	  -5.540973	 0.045875
9.289083	  7.384682	 0.038753
4.454738	  -0.026128	 -0.273520
-2.989055	  7.688112	 0.240967
-0.559540	  3.559799	 -0.539750
-0.922188	  -0.252116	 0.844583
-5.533989	  -7.084351	 -0.107479
0.470318	  -1.084407	 0.629735
-1.008791	  -0.410727	 0.687818
-5.000874	  0.248232	 -0.194805
3.928659	  5.203423	 0.260986
-10.112361	  8.843402	 0.205620
5.003574	  -1.581209	 -0.112998
0.711311	  3.946970	 -0.424015
-12.325042	  3.643424	 0.293233
1.557690	  2.077661	 -0.014343
-0.111166	  -2.426106	 -0.110321
2.119084	  4.611426	 -0.064672
-0.004528	  -6.057339	 0.121188
-0.924423	  4.273015	 -0.428424
-0.928848	  -1.859454	 0.226092
-7.963880	  -7.061510	 -0.318608
1.894358	  5.364386	 0.127417
5.807091	  13.727598	 0.058653
3.322404	  -6.536682	 0.241818
-1.074703	  -1.872002	 0.142081
0.253617	  5.845809	 0.120397
3.610902	  5.881949	 0.433858
5.465814	  6.193658	 0.195956
1.735588	  2.245519	 -0.296039
-3.240742	  0.058758	 -0.409825
-1.399332	  -4.294849	 -0.215993
8.837026	  -2.993390	 -0.237258
0.787546	  0.412070	 0.764252
-0.770376	  2.779523	 -0.305434
-4.331069	  6.807681	 0.193467
-6.030973	  5.449341	 0.007284
-2.198224	  -1.213606	 0.042915
-3.328114	  -2.333060	 -0.544263
-3.200946	  -3.868613	 -0.188959
-4.146772	  -1.960488	 -0.258391
1.858026	  -4.695768	 -0.177430
3.127409	  0.501477	 -0.314590
-1.803354	  1.212304	 0.315216
6.649614	  0.490624	 0.250806
-4.814549	  9.242038	 -0.128178
8.687446	  -1.989707	 -0.111134
3.138616	  0.986822	 -0.287602
-6.794075	  -4.372419	 0.144240
1.298482	  -4.916204	 -0.149532
-9.705058	  3.405100	 -0.141776
6.798875	  4.688458	 0.090586
4.155304	  0.660769	 -0.409747
-4.118133	  -4.925367	 0.246672
12.031851	  6.222134	 0.139335
1.251439	  0.303100	 0.696356
-5.644082	  -4.980522	 0.386202
7.606861	  2.436176	 0.022002
4.266694	  3.639276	 -0.110642
-2.617446	  2.533352	 -0.388932
8.917697	  -5.764418	 -0.257187
-4.898996	  0.822941	 -0.306884
-5.052668	  -5.528661	 0.320718
5.419101	  6.130174	 -0.002166
-1.965171	  5.193520	 0.033296
-0.252501	  1.042251	 0.780956
-1.544508	  6.234139	 0.370895
0.138494	  5.785000	 0.284532
-0.067772	  0.266148	 0.983107
2.959577	  -4.163757	 -0.057267
0.271883	  4.591926	 -0.336167
-4.890140	  -4.396773	 0.214842
5.524861	  4.993808	 0.309636
4.077819	  13.080733	 0.174971
-5.586887	  -10.426133	 -0.006155
0.411542	  -4.330053	 -0.309084
6.508730	  -3.389501	 0.314585
-0.490208	  8.722832	 0.044507
8.087305	  -1.883116	 0.044822
-5.371713	  -1.763908	 0.083782
-5.987850	  -5.959502	 0.041631
10.552720	  -0.409980	 -0.252337
-7.586145	  -1.400897	 0.358360
10.814789	  -3.116839	 -0.194842
2.718017	  -4.863343	 0.199972
1.456963	  6.755247	 0.310539
1.474458	  -0.880523	 0.460810
8.127384	  3.201418	 -0.037360
3.273945	  -0.949764	 -0.427318
-1.933472	  4.827027	 -0.107265
-4.283259	  -8.638716	 -0.155103
0.091463	  1.604881	 0.390214
7.347174	  -7.057242	 -0.454071
-8.359171	  -9.132753	 0.125131
-10.315046	  -2.301795	 -0.153515
-2.863231	  0.846661	 -0.281632
2.067721	  -4.723934	 -0.061178
5.208929	  11.624885	 0.182044
-1.584612	  4.489705	 -0.212728
0.350306	  0.500724	 1.002699
-3.004812	  2.705500	 -0.498086
5.073303	  -5.017420	 0.160444
-4.736437	  -7.016326	 0.092456
6.137375	  1.655430	 0.270428
-0.736348	  -10.078641	 -0.193739
-3.527050	  1.166968	 -0.507649
-2.587265	  -0.885000	 -0.006872
4.875744	  -0.722101	 -0.239114
4.668756	  -1.537812	 -0.275143
8.409791	  -10.037720	 0.197346
11.855720	  8.313289	 0.064122
-7.938396	  -2.368183	 0.150352
-3.735279	  1.966083	 -0.218756
0.420489	  0.509665	 0.825345
-7.000542	  -7.563654	 -0.269354
5.073839	  2.434946	 0.013921
5.762163	  -4.161446	 0.376468
2.859049	  4.936553	 0.063353
-1.197720	  5.320453	 0.045317
-0.282045	  -5.015789	 -0.110233
6.136271	  1.347015	 0.156797
-0.027622	  -2.629678	 -0.067403
7.130324	  4.056536	 0.091648
-6.948751	  -0.761000	 0.161828
5.205434	  6.269971	 0.089953
4.997623	  -2.307289	 -0.078090
1.053517	  -3.685032	 -0.507289
-6.127977	  6.734351	 -0.125171
3.276308	  1.435403	 -0.324903
-0.990263	  5.327594	 -0.002433
-1.016087	  -7.601324	 0.121504
-10.187979	  0.186740	 -0.308289
-0.976743	  -5.904980	 0.276655
-2.093137	  2.286249	 -0.463674
1.594052	  -3.977792	 -0.294295
-1.286806	  8.016095	 0.161949
11.457718	  -4.701537	 0.078326
-3.704965	  6.799169	 0.244682
-5.151963	  4.925451	 0.373463
6.016616	  -0.927028	 0.247946
11.035167	  3.077339	 -0.144815
4.404927	  -4.836115	 0.242239
-14.520147	  3.198071	 -0.082300
5.367853	  1.930231	 0.026935
2.812044	  -10.123619	 -0.221072
-1.500666	  3.978272	 -0.334076
-0.240578	  -5.116667	 -0.228002
13.029549	  1.416472	 0.249465
-3.234202	  -4.341797	 0.070020
5.514556	  -2.236089	 0.231953
4.822201	  -6.217292	 0.100487
-1.559724	  -4.422776	 -0.203367
-8.005051	  8.984856	 0.186185
2.633509	  -2.221013	 -0.321250
-13.167462	  -4.619552	 0.241109
-8.776795	  -4.558163	 -0.258158
-3.788028	  1.108429	 -0.348000
-0.113272	  0.463417	 0.929963
-4.204225	  3.743495	 0.050913
-9.041518	  6.228916	 -0.104397
2.638578	  -2.723836	 -0.295289
2.046047	  -6.515134	 0.252160
8.108918	  -1.754614	 0.101577
1.185165	  -6.399653	 0.243314
8.866303	  2.052719	 0.067725
-2.648595	  -4.510084	 -0.122640
3.532795	  -3.482247	 -0.153128
2.536069	  -2.816225	 -0.412873
2.172241	  0.444228	 0.022665
-4.980862	  2.232363	 -0.065000
-4.327057	  4.112662	 0.054585
-1.193570	  2.267950	 -0.025963
3.572212	  -8.413952	 -0.183594
3.313883	  -0.345107	 -0.244550
4.021047	  1.520557	 -0.355784
-2.499635	  0.979185	 -0.240081
-2.937921	  9.847117	 -0.288037
0.707095	  7.563074	 0.180911
5.314524	  7.187899	 -0.007575
-9.277922	  -4.176910	 -0.227774
